,C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
3976,A030,R083,01-03-01,05-01-11,04:00:00,REGULAR,4340300,1393611
3977,A030,R083,01-03-01,05-01-11,08:00:00,REGULAR,4340308,1393619
3978,A030,R083,01-03-01,05-01-11,12:00:00,REGULAR,4340460,1393675
3979,A030,R083,01-03-01,05-01-11,16:00:00,REGULAR,4340784,1393735
3980,A030,R083,01-03-01,05-01-11,20:00:00,REGULAR,4341039,1393799
3981,A030,R083,01-03-01,05-02-11,00:00:00,REGULAR,4341171,1393807
3982,A030,R083,01-03-01,05-02-11,04:00:00,REGULAR,4341186,1393809
3983,A030,R083,01-03-01,05-02-11,08:00:00,REGULAR,4341213,1393876
3984,A030,R083,01-03-01,05-02-11,12:00:00,REGULAR,4341429,1394217
3985,A030,R083,01-03-01,05-02-11,16:00:00,REGULAR,4341828,1394324
3986,A030,R083,01-03-01,05-02-11,20:00:00,REGULAR,4342785,1394417
3987,A030,R083,01-03-01,05-03-11,00:00:00,REGULAR,4343068,1394437
3988,A030,R083,01-03-01,05-03-11,04:00:00,REGULAR,4343091,1394439
3989,A030,R083,01-03-01,05-03-11,08:00:00,REGULAR,4343119,1394510
3990,A030,R083,01-03-01,05-03-11,12:00:00,REGULAR,4343376,1394880
3991,A030,R083,01-03-01,05-03-11,16:00:00,REGULAR,4343790,1395005
3992,A030,R083,01-03-01,05-03-11,20:00:00,REGULAR,4345083,1395120
3993,A030,R083,01-03-01,05-04-11,00:00:00,REGULAR,4345423,1395145
3994,A030,R083,01-03-01,05-04-11,04:00:00,REGULAR,4345452,1395150
3995,A030,R083,01-03-01,05-04-11,08:00:00,REGULAR,4345492,1395215
3996,A030,R083,01-03-01,05-04-11,12:00:00,REGULAR,4345745,1395572
3997,A030,R083,01-03-01,05-04-11,16:00:00,REGULAR,4346154,1395657
3998,A030,R083,01-03-01,05-04-11,20:00:00,REGULAR,4347172,1395782
3999,A030,R083,01-03-01,05-05-11,00:00:00,REGULAR,4347450,1395798
4000,A030,R083,01-03-01,05-05-11,04:00:00,REGULAR,4347474,1395800
4001,A030,R083,01-03-01,05-05-11,08:00:00,REGULAR,4347506,1395859
4002,A030,R083,01-03-01,05-05-11,12:00:00,REGULAR,4347796,1396211
4013,A030,R083,01-03-01,05-06-11,00:00:00,REGULAR,4349617,1396535
4014,A030,R083,01-03-01,05-06-11,04:00:00,REGULAR,4349652,1396538
4015,A030,R083,01-03-01,05-06-11,08:00:00,REGULAR,4349677,1396593
4016,A030,R083,01-03-01,05-06-11,12:00:00,REGULAR,4349895,1396889
4017,A030,R083,01-03-01,05-06-11,16:00:00,REGULAR,4350374,1397007
4018,A030,R083,01-03-01,05-06-11,20:00:00,REGULAR,4351245,1397114
4019,A030,R083,01-03-02,05-01-11,00:00:00,REGULAR,1603902,467204
4020,A030,R083,01-03-02,05-01-11,04:00:00,REGULAR,1603991,467220
4021,A030,R083,01-03-02,05-01-11,08:00:00,REGULAR,1604021,467239
4022,A030,R083,01-03-02,05-01-11,12:00:00,REGULAR,1604222,467387
4023,A030,R083,01-03-02,05-01-11,16:00:00,REGULAR,1604760,467529
4024,A030,R083,01-03-02,05-01-11,20:00:00,REGULAR,1605236,467640
4025,A030,R083,01-03-02,05-02-11,00:00:00,REGULAR,1605479,467673
4026,A030,R083,01-03-02,05-02-11,04:00:00,REGULAR,1605505,467677
4027,A030,R083,01-03-02,05-02-11,08:00:00,REGULAR,1605603,467840
4028,A030,R083,01-03-02,05-02-11,12:00:00,REGULAR,1606123,468410
4029,A030,R083,01-03-02,05-02-11,16:00:00,REGULAR,1606906,468619
4030,A030,R083,01-03-02,05-02-11,20:00:00,REGULAR,1608501,468771
4031,A030,R083,01-03-02,05-03-11,00:00:00,REGULAR,1609099,468811
4032,A030,R083,01-03-02,05-03-11,04:00:00,REGULAR,1609139,468817
4033,A030,R083,01-03-02,05-03-11,08:00:00,REGULAR,1609227,468975
4034,A030,R083,01-03-02,05-03-11,12:00:00,REGULAR,1609753,469546
4035,A030,R083,01-03-02,05-03-11,16:00:00,REGULAR,1610500,469761
4036,A030,R083,01-03-02,05-03-11,20:00:00,REGULAR,1611824,469909
4037,A030,R083,01-03-02,05-04-11,00:00:00,REGULAR,1612528,469941
4038,A030,R083,01-03-02,05-04-11,04:00:00,REGULAR,1612589,469946
4039,A030,R083,01-03-02,05-04-11,08:00:00,REGULAR,1612693,470117
4040,A030,R083,01-03-02,05-04-11,12:00:00,REGULAR,1613225,470742
4041,A030,R083,01-03-02,05-04-11,16:00:00,REGULAR,1614008,470966
4042,A030,R083,01-03-02,05-04-11,20:00:00,REGULAR,1615640,471126
4043,A030,R083,01-03-02,05-05-11,00:00:00,REGULAR,1616268,471170
4044,A030,R083,01-03-02,05-05-11,04:00:00,REGULAR,1616326,471175
4045,A030,R083,01-03-02,05-05-11,08:00:00,REGULAR,1616431,471340
4046,A030,R083,01-03-02,05-05-11,12:00:00,REGULAR,1616989,471937
4055,A030,R083,01-03-02,05-05-11,20:00:00,REGULAR,1619495,472358
4056,A030,R083,01-03-02,05-06-11,00:00:00,REGULAR,1620217,472410
4057,A030,R083,01-03-02,05-06-11,04:00:00,REGULAR,1620301,472415
4058,A030,R083,01-03-02,05-06-11,08:00:00,REGULAR,1620396,472566
4059,A030,R083,01-03-02,05-06-11,12:00:00,REGULAR,1620963,473073
4060,A030,R083,01-03-02,05-06-11,16:00:00,REGULAR,1621841,473307
4061,A030,R083,01-03-02,05-06-11,20:00:00,REGULAR,1623259,473498
4062,A030,R083,01-06-00,05-01-11,00:00:00,REGULAR,3212670,1881636
4063,A030,R083,01-06-00,05-01-11,04:00:00,REGULAR,3212715,1881647
4064,A030,R083,01-06-00,05-01-11,08:00:00,REGULAR,3212735,1881657
4065,A030,R083,01-06-00,05-01-11,12:00:00,REGULAR,3212817,1881743
4066,A030,R083,01-06-00,05-01-11,16:00:00,REGULAR,3213022,1881881
4067,A030,R083,01-06-00,05-01-11,20:00:00,REGULAR,3213196,1882024
4068,A030,R083,01-06-00,05-02-11,00:00:00,REGULAR,3213333,1882051
4069,A030,R083,01-06-00,05-02-11,04:00:00,REGULAR,3213353,1882057
4070,A030,R083,01-06-00,05-02-11,08:00:00,REGULAR,3213455,1882123
4071,A030,R083,01-06-00,05-02-11,12:00:00,REGULAR,3213841,1882549
4072,A030,R083,01-06-00,05-02-11,16:00:00,REGULAR,3214248,1882824
4073,A030,R083,01-06-00,05-02-11,20:00:00,REGULAR,3215040,1883098
4074,A030,R083,01-06-00,05-03-11,00:00:00,REGULAR,3215255,1883162
4075,A030,R083,01-06-00,05-03-11,04:00:00,REGULAR,3215278,1883167
4076,A030,R083,01-06-00,05-03-11,08:00:00,REGULAR,3215374,1883244
4077,A030,R083,01-06-00,05-03-11,12:00:00,REGULAR,3215828,1883603
4078,A030,R083,01-06-00,05-03-11,16:00:00,REGULAR,3216244,1883884
4079,A030,R083,01-06-00,05-03-11,20:00:00,REGULAR,3217115,1884192
4080,A030,R083,01-06-00,05-04-11,00:00:00,REGULAR,3217430,1884255
4081,A030,R083,01-06-00,05-04-11,04:00:00,REGULAR,3217454,1884260
4082,A030,R083,01-06-00,05-04-11,08:00:00,REGULAR,3217543,1884335
4083,A030,R083,01-06-00,05-04-11,12:00:00,REGULAR,3218045,1884792
4088,A030,R083,01-06-00,05-04-11,20:00:00,REGULAR,3219512,1885288
4089,A030,R083,01-06-00,05-05-11,00:00:00,REGULAR,3219848,1885357
4090,A030,R083,01-06-00,05-05-11,04:00:00,REGULAR,3219877,1885360
4091,A030,R083,01-06-00,05-05-11,08:00:00,REGULAR,3219964,1885427
4092,A030,R083,01-06-00,05-05-11,12:00:00,REGULAR,3220404,1885845
4093,A030,R083,01-06-00,05-05-11,16:00:00,REGULAR,3220839,1886131
4094,A030,R083,01-06-00,05-05-11,20:00:00,REGULAR,3221711,1886442
4095,A030,R083,01-06-00,05-06-11,00:00:00,REGULAR,3222030,1886526
4096,A030,R083,01-06-00,05-06-11,04:00:00,REGULAR,3222071,1886531
4097,A030,R083,01-06-00,05-06-11,08:00:00,REGULAR,3222158,1886622
4098,A030,R083,01-06-00,05-06-11,12:00:00,REGULAR,3222558,1887011
4099,A030,R083,01-06-00,05-06-11,16:00:00,REGULAR,3222977,1887348
4100,A030,R083,01-06-00,05-06-11,20:00:00,REGULAR,3223744,1887646
4101,A030,R083,01-06-01,05-01-11,00:00:00,REGULAR,1013477,811751
4102,A030,R083,01-06-01,05-01-11,04:00:00,REGULAR,1013494,811763
4103,A030,R083,01-06-01,05-01-11,08:00:00,REGULAR,1013501,811770
4104,A030,R083,01-06-01,05-01-11,12:00:00,REGULAR,1013533,811839
4105,A030,R083,01-06-01,05-01-11,16:00:00,REGULAR,1013629,811964
4106,A030,R083,01-06-01,05-01-11,20:00:00,REGULAR,1013713,812068
4107,A030,R083,01-06-01,05-02-11,00:00:00,REGULAR,1013785,812104
4108,A030,R083,01-06-01,05-02-11,04:00:00,REGULAR,1013788,812107
4109,A030,R083,01-06-01,05-02-11,08:00:00,REGULAR,1013826,812190
4110,A030,R083,01-06-01,05-02-11,12:00:00,REGULAR,1014025,812574
4111,A030,R083,01-06-01,05-02-11,16:00:00,REGULAR,1014261,812769
4112,A030,R083,01-06-01,05-02-11,20:00:00,REGULAR,1014808,812969
4113,A030,R083,01-06-01,05-03-11,00:00:00,REGULAR,1014917,813015
4114,A030,R083,01-06-01,05-03-11,04:00:00,REGULAR,1014924,813018
4115,A030,R083,01-06-01,05-03-11,08:00:00,REGULAR,1014957,813081
4116,A030,R083,01-06-01,05-03-11,12:00:00,REGULAR,1015143,813490
4117,A030,R083,01-06-01,05-03-11,16:00:00,REGULAR,1015420,813728
4118,A030,R083,01-06-01,05-03-11,20:00:00,REGULAR,1016039,813947
4119,A030,R083,01-06-01,05-04-11,00:00:00,REGULAR,1016184,813979
4120,A030,R083,01-06-01,05-04-11,04:00:00,REGULAR,1016187,813983
4121,A030,R083,01-06-01,05-04-11,08:00:00,REGULAR,1016219,814067
4122,A030,R083,01-06-01,05-04-11,12:00:00,REGULAR,1016450,814494
4127,A030,R083,01-06-01,05-05-11,00:00:00,REGULAR,1017595,814929
4128,A030,R083,01-06-01,05-05-11,04:00:00,REGULAR,1017598,814933
4129,A030,R083,01-06-01,05-05-11,08:00:00,REGULAR,1017646,815009
4130,A030,R083,01-06-01,05-05-11,12:00:00,REGULAR,1017839,815440
4131,A030,R083,01-06-01,05-05-11,16:00:00,REGULAR,1018092,815670
4132,A030,R083,01-06-01,05-05-11,20:00:00,REGULAR,1018648,815901
4133,A030,R083,01-06-01,05-06-11,00:00:00,REGULAR,1018815,815954
4134,A030,R083,01-06-01,05-06-11,04:00:00,REGULAR,1018823,815955
4135,A030,R083,01-06-01,05-06-11,08:00:00,REGULAR,1018856,816023
4136,A030,R083,01-06-01,05-06-11,12:00:00,REGULAR,1019054,816377
4137,A030,R083,01-06-01,05-06-11,16:00:00,REGULAR,1019348,816605
4138,A030,R083,01-06-01,05-06-11,20:00:00,REGULAR,1019910,816832
4139,A031,R083,00-00-00,05-01-11,00:00:00,REGULAR,534545,228425
4140,A031,R083,00-00-00,05-01-11,04:00:00,REGULAR,534624,228432
4141,A031,R083,00-00-00,05-01-11,08:00:00,REGULAR,534645,228445
4142,A031,R083,00-00-00,05-01-11,12:00:00,REGULAR,534815,228538
4143,A031,R083,00-00-00,05-01-11,16:00:00,REGULAR,535306,228640
4144,A031,R083,00-00-00,05-01-11,20:00:00,REGULAR,535698,228754
4145,A031,R083,00-00-00,05-02-11,00:00:00,REGULAR,535889,228779
4146,A031,R083,00-00-00,05-02-11,04:00:00,REGULAR,535909,228780
4148,A031,R083,00-00-00,05-02-11,08:00:00,REGULAR,535946,228900
4149,A031,R083,00-00-00,05-02-11,12:00:00,REGULAR,536208,229489
4150,A031,R083,00-00-00,05-02-11,16:00:00,REGULAR,536769,229706
4151,A031,R083,00-00-00,05-02-11,20:00:00,REGULAR,537989,229926
4152,A031,R083,00-00-00,05-03-11,00:00:00,REGULAR,538436,229974
4153,A031,R083,00-00-00,05-03-11,04:00:00,REGULAR,538468,229978
4156,A031,R083,00-00-00,05-03-11,12:00:00,REGULAR,538804,230686
4157,A031,R083,00-00-00,05-03-11,16:00:00,REGULAR,539403,230905
4158,A031,R083,00-00-00,05-03-11,20:00:00,REGULAR,540670,231166
4159,A031,R083,00-00-00,05-04-11,00:00:00,REGULAR,541182,231206
4160,A031,R083,00-00-00,05-04-11,04:00:00,REGULAR,541222,231206
4163,A031,R083,00-00-00,05-04-11,12:00:00,REGULAR,541546,231987
4164,A031,R083,00-00-00,05-04-11,16:00:00,REGULAR,542156,232185
4165,A031,R083,00-00-00,05-04-11,20:00:00,REGULAR,543398,232436
4166,A031,R083,00-00-00,05-05-11,00:00:00,REGULAR,543866,232476
4167,A031,R083,00-00-00,05-05-11,04:00:00,REGULAR,543893,232478
4170,A031,R083,00-00-00,05-05-11,12:00:00,REGULAR,544268,233179
4171,A031,R083,00-00-00,05-05-11,16:00:00,REGULAR,544871,233400
4172,A031,R083,00-00-00,05-05-11,20:00:00,REGULAR,546114,233673
4173,A031,R083,00-00-00,05-06-11,00:00:00,REGULAR,546679,233734
4174,A031,R083,00-00-00,05-06-11,04:00:00,REGULAR,546723,233737
4177,A031,R083,00-00-00,05-06-11,12:00:00,REGULAR,547089,234384
4178,A031,R083,00-00-00,05-06-11,16:00:00,REGULAR,547731,234619
4179,A031,R083,00-00-00,05-06-11,20:00:00,REGULAR,548771,234851
4180,A031,R083,00-00-01,05-01-11,00:00:00,REGULAR,26593,6681
4181,A031,R083,00-00-01,05-01-11,04:00:00,REGULAR,26649,6688
4182,A031,R083,00-00-01,05-01-11,08:00:00,REGULAR,26660,6692
4183,A031,R083,00-00-01,05-01-11,12:00:00,REGULAR,26770,6721
4184,A031,R083,00-00-01,05-01-11,16:00:00,REGULAR,27117,6763
4185,A031,R083,00-00-01,05-01-11,20:00:00,REGULAR,27375,6806
4186,A031,R083,00-00-01,05-02-11,00:00:00,REGULAR,27497,6816
4187,A031,R083,00-00-01,05-02-11,04:00:00,REGULAR,27511,6816
4189,A031,R083,00-00-01,05-02-11,08:00:00,REGULAR,27540,6854
4190,A031,R083,00-00-01,05-02-11,12:00:00,REGULAR,27715,7147
4191,A031,R083,00-00-01,05-02-11,16:00:00,REGULAR,28057,7232
4192,A031,R083,00-00-01,05-02-11,20:00:00,REGULAR,28921,7325
4193,A031,R083,00-00-01,05-03-11,00:00:00,REGULAR,29199,7339
4194,A031,R083,00-00-01,05-03-11,04:00:00,REGULAR,29215,7341
4197,A031,R083,00-00-01,05-03-11,12:00:00,REGULAR,29442,7683
4198,A031,R083,00-00-01,05-03-11,16:00:00,REGULAR,29843,7766
4199,A031,R083,00-00-01,05-03-11,20:00:00,REGULAR,30740,7867
4200,A031,R083,00-00-01,05-04-11,00:00:00,REGULAR,31105,7881
4201,A031,R083,00-00-01,05-04-11,04:00:00,REGULAR,31126,7882
4204,A031,R083,00-00-01,05-04-11,12:00:00,REGULAR,31329,8250
4205,A031,R083,00-00-01,05-04-11,16:00:00,REGULAR,31686,8346
4206,A031,R083,00-00-01,05-04-11,20:00:00,REGULAR,32596,8469
4207,A031,R083,00-00-01,05-05-11,00:00:00,REGULAR,32910,8486
4210,A031,R083,00-00-01,05-05-11,08:00:00,REGULAR,32955,8538
4211,A031,R083,00-00-01,05-05-11,12:00:00,REGULAR,33178,8842
4212,A031,R083,00-00-01,05-05-11,16:00:00,REGULAR,33610,8917
4213,A031,R083,00-00-01,05-05-11,20:00:00,REGULAR,34488,9035
4214,A031,R083,00-00-01,05-06-11,00:00:00,REGULAR,34839,9051
4215,A031,R083,00-00-01,05-06-11,04:00:00,REGULAR,34861,9055
4218,A031,R083,00-00-01,05-06-11,12:00:00,REGULAR,35110,9339
4219,A031,R083,00-00-01,05-06-11,16:00:00,REGULAR,35588,9401
4220,A031,R083,00-00-01,05-06-11,20:00:00,REGULAR,36342,9487
4221,A031,R083,00-00-02,05-01-11,00:00:00,REGULAR,2938473,1667890
4222,A031,R083,00-00-02,05-01-11,04:00:00,REGULAR,2938513,1667896
4225,A031,R083,00-00-02,05-01-11,12:00:00,REGULAR,2938609,1667949
4226,A031,R083,00-00-02,05-01-11,16:00:00,REGULAR,2938887,1668024
4227,A031,R083,00-00-02,05-01-11,20:00:00,REGULAR,2939053,1668084
4228,A031,R083,00-00-02,05-02-11,00:00:00,REGULAR,2939139,1668102
4229,A031,R083,00-00-02,05-02-11,04:00:00,REGULAR,2939140,1668103
4232,A031,R083,00-00-02,05-02-11,12:00:00,REGULAR,2939304,1668514
4233,A031,R083,00-00-02,05-02-11,16:00:00,REGULAR,2939580,1668602
4234,A031,R083,00-00-02,05-02-11,20:00:00,REGULAR,2940261,1668713
4235,A031,R083,00-00-02,05-03-11,00:00:00,REGULAR,2940447,1668737
4236,A031,R083,00-00-02,05-03-11,04:00:00,REGULAR,2940456,1668743
4237,A031,R083,00-00-02,05-03-11,04:00:00,REGULAR,2940456,1668743
4238,A031,R083,00-00-02,05-03-11,08:00:00,REGULAR,2940468,1668841
4239,A031,R083,00-00-02,05-03-11,12:00:00,REGULAR,2940607,1669191
4240,A031,R083,00-00-02,05-03-11,16:00:00,REGULAR,2940853,1669277
4241,A031,R083,00-00-02,05-03-11,20:00:00,REGULAR,2941498,1669406
4242,A031,R083,00-00-02,05-04-11,00:00:00,REGULAR,2941694,1669438
4243,A031,R083,00-00-02,05-04-11,04:00:00,REGULAR,2941706,1669440
4244,A031,R083,00-00-02,05-04-11,08:00:00,REGULAR,2941718,1669516
4245,A031,R083,00-00-02,05-04-11,12:00:00,REGULAR,2941865,1669899
4246,A031,R083,00-00-02,05-04-11,16:00:00,REGULAR,2942131,1670005
4247,A031,R083,00-00-02,05-04-11,20:00:00,REGULAR,2942803,1670122
4248,A031,R083,00-00-02,05-05-11,00:00:00,REGULAR,2943047,1670148
4249,A031,R083,00-00-02,05-05-11,04:00:00,REGULAR,2943064,1670148
4252,A031,R083,00-00-02,05-05-11,12:00:00,REGULAR,2943251,1670560
4253,A031,R083,00-00-02,05-05-11,16:00:00,REGULAR,2943581,1670676
4254,A031,R083,00-00-02,05-05-11,20:00:00,REGULAR,2944215,1670795
4255,A031,R083,00-00-02,05-06-11,00:00:00,REGULAR,2944464,1670820
4256,A031,R083,00-00-02,05-06-11,04:00:00,REGULAR,2944488,1670823
4259,A031,R083,00-00-02,05-06-11,12:00:00,REGULAR,2944640,1671188
4260,A031,R083,00-00-02,05-06-11,16:00:00,REGULAR,2945000,1671264
4261,A031,R083,00-00-02,05-06-11,20:00:00,REGULAR,2945594,1671339
4262,A031,R083,00-03-00,05-01-11,00:00:00,REGULAR,1165836,2333494
4263,A031,R083,00-03-00,05-01-11,04:00:00,REGULAR,1165847,2333507
4266,A031,R083,00-03-00,05-01-11,12:00:00,REGULAR,1165867,2333572
4267,A031,R083,00-03-00,05-01-11,16:00:00,REGULAR,1165942,2333681
4268,A031,R083,00-03-00,05-01-11,20:00:00,REGULAR,1165998,2333744
4269,A031,R083,00-03-00,05-02-11,00:00:00,REGULAR,1166025,2333780
4270,A031,R083,00-03-00,05-02-11,04:00:00,REGULAR,1166027,2333780
4273,A031,R083,00-03-00,05-02-11,12:00:00,REGULAR,1166069,2334276
4274,A031,R083,00-03-00,05-02-11,16:00:00,REGULAR,1166150,2334472
4275,A031,R083,00-03-00,05-02-11,20:00:00,REGULAR,1166356,2334687
4276,A031,R083,00-03-00,05-03-11,00:00:00,REGULAR,1166402,2334720
4277,A031,R083,00-03-00,05-03-11,04:00:00,REGULAR,1166403,2334724
4278,A031,R083,00-03-00,05-03-11,04:00:00,REGULAR,1166403,2334724
4279,A031,R083,00-03-00,05-03-11,08:00:00,REGULAR,1166411,2334831
4280,A031,R083,00-03-00,05-03-11,12:00:00,REGULAR,1166462,2335380
4281,A031,R083,00-03-00,05-03-11,16:00:00,REGULAR,1166555,2335592
4282,A031,R083,00-03-00,05-03-11,20:00:00,REGULAR,1166794,2335809
4283,A031,R083,00-03-00,05-04-11,00:00:00,REGULAR,1166854,2335851
4284,A031,R083,00-03-00,05-04-11,04:00:00,REGULAR,1166859,2335857
4285,A031,R083,00-03-00,05-04-11,08:00:00,REGULAR,1166867,2335963
4286,A031,R083,00-03-00,05-04-11,12:00:00,REGULAR,1166907,2336439
4287,A031,R083,00-03-00,05-04-11,16:00:00,REGULAR,1166996,2336620
4288,A031,R083,00-03-00,05-04-11,20:00:00,REGULAR,1167230,2336843
4289,A031,R083,00-03-00,05-05-11,00:00:00,REGULAR,1167306,2336886
4290,A031,R083,00-03-00,05-05-11,04:00:00,REGULAR,1167307,2336890
4293,A031,R083,00-03-00,05-05-11,12:00:00,REGULAR,1167360,2337419
4294,A031,R083,00-03-00,05-05-11,16:00:00,REGULAR,1167461,2337601
4295,A031,R083,00-03-00,05-05-11,20:00:00,REGULAR,1167705,2337828
4296,A031,R083,00-03-00,05-06-11,00:00:00,REGULAR,1167766,2337880
4297,A031,R083,00-03-00,05-06-11,04:00:00,REGULAR,1167768,2337882
4300,A031,R083,00-03-00,05-06-11,12:00:00,REGULAR,1167818,2338364
4301,A031,R083,00-03-00,05-06-11,16:00:00,REGULAR,1167929,2338558
4302,A031,R083,00-03-00,05-06-11,20:00:00,REGULAR,1168144,2338757
4303,A031,R083,00-03-01,05-01-11,00:00:00,REGULAR,1819513,2122918
4304,A031,R083,00-03-01,05-01-11,04:00:00,REGULAR,1819538,2122921
4307,A031,R083,00-03-01,05-01-11,12:00:00,REGULAR,1819568,2122995
4308,A031,R083,00-03-01,05-01-11,16:00:00,REGULAR,1819670,2123092
4309,A031,R083,00-03-01,05-01-11,20:00:00,REGULAR,1819769,2123165
4310,A031,R083,00-03-01,05-02-11,00:00:00,REGULAR,1819811,2123184
4311,A031,R083,00-03-01,05-02-11,04:00:00,REGULAR,1819816,2123185
4312,A031,R083,00-03-01,05-02-11,04:00:00,REGULAR,1819816,2123185
4313,A031,R083,00-03-01,05-02-11,08:00:00,REGULAR,1819838,2123248
4314,A031,R083,00-03-01,05-02-11,12:00:00,REGULAR,1819914,2123578
4315,A031,R083,00-03-01,05-02-11,16:00:00,REGULAR,1820074,2123748
4316,A031,R083,00-03-01,05-02-11,20:00:00,REGULAR,1820447,2123944
4317,A031,R083,00-03-01,05-03-11,00:00:00,REGULAR,1820551,2123976
4318,A031,R083,00-03-01,05-03-11,04:00:00,REGULAR,1820560,2123982
4321,A031,R083,00-03-01,05-03-11,12:00:00,REGULAR,1820657,2124556
4322,A031,R083,00-03-01,05-03-11,16:00:00,REGULAR,1820847,2124746
4323,A031,R083,00-03-01,05-03-11,20:00:00,REGULAR,1821243,2124978
4324,A031,R083,00-03-01,05-04-11,00:00:00,REGULAR,1821363,2125030
4325,A031,R083,00-03-01,05-04-11,04:00:00,REGULAR,1821371,2125038
4326,A031,R083,00-03-01,05-04-11,08:00:00,REGULAR,1821389,2125093
4327,A031,R083,00-03-01,05-04-11,12:00:00,REGULAR,1821459,2125531
4328,A031,R083,00-03-01,05-04-11,16:00:00,REGULAR,1821617,2125722
4329,A031,R083,00-03-01,05-04-11,20:00:00,REGULAR,1822004,2125980
4330,A031,R083,00-03-01,05-05-11,00:00:00,REGULAR,1822115,2126007
4331,A031,R083,00-03-01,05-05-11,04:00:00,REGULAR,1822124,2126009
4334,A031,R083,00-03-01,05-05-11,12:00:00,REGULAR,1822213,2126436
4335,A031,R083,00-03-01,05-05-11,16:00:00,REGULAR,1822382,2126629
4336,A031,R083,00-03-01,05-05-11,20:00:00,REGULAR,1822763,2126848
4337,A031,R083,00-03-01,05-06-11,00:00:00,REGULAR,1822897,2126907
4338,A031,R083,00-03-01,05-06-11,04:00:00,REGULAR,1822903,2126912
4341,A031,R083,00-03-01,05-06-11,12:00:00,REGULAR,1822995,2127295
4342,A031,R083,00-03-01,05-06-11,16:00:00,REGULAR,1823171,2127477
4343,A031,R083,00-03-01,05-06-11,20:00:00,REGULAR,1823487,2127671
4344,A031,R083,00-03-02,05-01-11,00:00:00,REGULAR,297684,371278
4345,A031,R083,00-03-02,05-01-11,04:00:00,REGULAR,297723,371317
4348,A031,R083,00-03-02,05-01-11,12:00:00,REGULAR,297804,371597
4349,A031,R083,00-03-02,05-01-11,16:00:00,REGULAR,297979,371906
4350,A031,R083,00-03-02,05-01-11,20:00:00,REGULAR,298161,372131
4351,A031,R083,00-03-02,05-02-11,00:00:00,REGULAR,298264,372204
4352,A031,R083,00-03-02,05-02-11,04:00:00,REGULAR,298277,372214
4353,A031,R083,00-03-02,05-02-11,04:00:00,REGULAR,298277,372214
4354,A031,R083,00-03-02,05-02-11,08:00:00,REGULAR,298326,372377
4355,A031,R083,00-03-02,05-02-11,12:00:00,REGULAR,298509,373116
4356,A031,R083,00-03-02,05-02-11,16:00:00,REGULAR,298844,373491
4357,A031,R083,00-03-02,05-02-11,20:00:00,REGULAR,299557,373879
4358,A031,R083,00-03-02,05-03-11,00:00:00,REGULAR,299779,373942
4359,A031,R083,00-03-02,05-03-11,04:00:00,REGULAR,299797,373950
4362,A031,R083,00-03-02,05-03-11,12:00:00,REGULAR,300035,375247
4363,A031,R083,00-03-02,05-03-11,16:00:00,REGULAR,300369,375658
4364,A031,R083,00-03-02,05-03-11,20:00:00,REGULAR,301111,376017
4365,A031,R083,00-03-02,05-04-11,00:00:00,REGULAR,301402,376105
4366,A031,R083,00-03-02,05-04-11,04:00:00,REGULAR,301420,376129
4367,A031,R083,00-03-02,05-04-11,08:00:00,REGULAR,301472,376322
4368,A031,R083,00-03-02,05-04-11,12:00:00,REGULAR,301676,377133
4369,A031,R083,00-03-02,05-04-11,16:00:00,REGULAR,302028,377510
4370,A031,R083,00-03-02,05-04-11,20:00:00,REGULAR,302768,377859
4371,A031,R083,00-03-02,05-05-11,00:00:00,REGULAR,303020,377948
4372,A031,R083,00-03-02,05-05-11,04:00:00,REGULAR,303037,377955
4375,A031,R083,00-03-02,05-05-11,12:00:00,REGULAR,303283,378899
4376,A031,R083,00-03-02,05-05-11,16:00:00,REGULAR,303663,379367
4377,A031,R083,00-03-02,05-05-11,20:00:00,REGULAR,304345,379795
4378,A031,R083,00-03-02,05-06-11,00:00:00,REGULAR,304622,379915
4379,A031,R083,00-03-02,05-06-11,04:00:00,REGULAR,304645,379932
4382,A031,R083,00-03-02,05-06-11,12:00:00,REGULAR,304878,380777
4383,A031,R083,00-03-02,05-06-11,16:00:00,REGULAR,305253,381184
4384,A031,R083,00-03-02,05-06-11,20:00:00,REGULAR,305871,381552
4385,A033,R170,02-00-00,05-01-11,01:00:00,REGULAR,3496605,8282531
4386,A033,R170,02-00-00,05-01-11,05:00:00,REGULAR,3496611,8282551
4387,A033,R170,02-00-00,05-01-11,09:00:00,REGULAR,3496613,8282614
4388,A033,R170,02-00-00,05-01-11,13:00:00,REGULAR,3496635,8282921
4389,A033,R170,02-00-00,05-01-11,17:00:00,REGULAR,3496723,8283469
4390,A033,R170,02-00-00,05-01-11,21:00:00,REGULAR,3496816,8283828
4391,A033,R170,02-00-00,05-02-11,01:00:00,REGULAR,3496845,8283877
4392,A033,R170,02-00-00,05-02-11,05:00:00,REGULAR,3496846,8283892
4393,A033,R170,02-00-00,05-02-11,09:00:00,REGULAR,3496892,8284263
4394,A033,R170,02-00-00,05-02-11,13:00:00,REGULAR,3496966,8284828
4395,A033,R170,02-00-00,05-02-11,17:00:00,REGULAR,3497173,8285361
4396,A033,R170,02-00-00,05-02-11,21:00:00,REGULAR,3497612,8285959
4397,A033,R170,02-00-00,05-03-11,01:00:00,REGULAR,3497653,8286035
